1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
1.086957 1.127273 1.041667 1.041667 1.041667 1.041667 1.041667 1.000000
1.000000 1.016393 1.000000 1.000000 1.000000 1.000000 1.000000 0.967742
0.925926 0.968750 0.943396 0.961538 0.925926 0.943396 0.892857 0.967742
0.961538 0.968750 0.980392 0.980392 0.980392 0.980392 0.925926 0.967742
0.961538 1.000000 0.961538 0.961538 0.925926 0.943396 0.925926 1.000000
0.980392 0.984127 1.000000 0.961538 0.943396 0.892857 0.892857 0.967742
1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000


1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
0.975610 1.052632 1.000000 1.052632 1.000000 1.025641 1.000000 1.031250
0.975610 1.000000 0.975610 0.952381 1.025641 1.000000 1.000000 0.942857
0.909091 0.975610 0.975610 0.952381 0.975610 0.952381 0.909091 0.767442
0.975610 1.000000 0.975610 1.025641 1.052632 1.000000 0.952381 0.891892
1.000000 1.052632 1.000000 1.025641 0.952381 1.025641 1.000000 0.868421
1.052632 1.081081 1.052632 1.052632 1.000000 1.025641 1.000000 0.717391
0.952381 1.025641 1.000000 1.052632 1.025641 1.052632 1.000000 0.868421










0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
-354.782609 -641.454545 -3.333333 -3.333333 -3.333333 -3.333333 -3.333333 160.000000
-160.000000 -245.245902 -160.000000 -160.000000 -160.000000 -160.000000 0.000000 80.000000
302.222222 2.500000 80.000000 3.076923 302.222222 80.000000 437.142857 80.000000
156.923077 2.500000 -76.862745 -76.862745 -76.862745 -76.862745 302.222222 80.000000
3.076923 -160.000000 3.076923 3.076923 154.074074 80.000000 154.074074 -160.000000
-76.862745 -77.460317 -160.000000 156.923077 230.943396 722.857143 722.857143 80.000000
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000

0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
28.000000 -119.368421 -112.000000 -119.368421 0.000000 28.000000 -56.000000 -130.375000
28.000000 -56.000000 -81.268293 1.333333 -86.871795 0.000000 0.000000 -25.600000
2.545455 -81.268293 -81.268293 54.666667 28.000000 1.333333 104.363636 282.604651
-81.268293 -112.000000 -81.268293 -86.871795 -119.368421 -112.000000 54.666667 51.459459
-224.000000 -237.263158 -224.000000 -86.871795 -52.000000 -201.743590 -168.000000 208.526316
-119.368421 -274.702703 -296.210526 -60.421053 0.000000 -86.871795 -112.000000 455.913043
-52.000000 -201.743590 -336.000000 -178.315789 -259.179487 -237.263158 -224.000000 111.263158
